,dim_1,dim_2,word,prediction,epoch
114,0.010879181,0.0265424,best,negative,0
115,-0.0020117871,0.0016723983,know,negative,0
116,-0.04209621,0.010596085,plot,negative,0
117,0.007813763,0.030017223,little,negative,0
118,0.02776653,-0.009372164,did,negative,0
119,-0.009590339,0.03132457,show,negative,0
120,0.04651871,-0.009226561,life,negative,0
121,-0.04610845,-0.021917297,ever,negative,0
122,0.045002613,-0.03091048,your,negative,0
123,-0.016277887,0.017457988,does,negative,0
124,-0.02651813,-0.021619475,better,negative,0
125,-0.035935916,0.020268466,off,negative,0
126,-0.0263973,-0.04921911,still,negative,0
127,8.000061e-05,0.0056696907,over,negative,0
128,0.010163508,0.030251946,say,negative,0
129,0.032985892,-0.036425255,these,negative,0
130,-0.0082915425,0.03223667,end,negative,0
131,0.0100285895,-0.008644342,scene,negative,0
132,-0.036402714,-0.029925538,why,negative,0
133,-0.022783434,-0.03618989,man,negative,0
134,-0.024001753,-0.028194224,while,negative,0
135,0.04285461,0.03283601,scenes,negative,0
136,-0.034885943,-0.034405123,here,negative,0
137,-0.040188074,0.03950466,such,negative,0
138,-0.026448524,0.0152168535,something,negative,0
139,-0.03546556,0.034073237,through,negative,0
140,-0.017844092,0.023982633,should,negative,0
141,0.033994485,0.0005001649,go,negative,0
142,-0.044808414,0.0253709,im,negative,0
143,0.015530553,0.013175797,those,negative,0
144,-0.03648126,0.016978834,back,negative,0
145,0.018721584,-0.00060465187,real,negative,0
146,-0.039965402,-0.02098061,watching,negative,0
147,0.02243239,0.045510042,doesnt,negative,0
148,-0.021179771,0.03612299,now,negative,0
149,-0.046802234,-0.005156614,thing,negative,0
150,0.002382826,0.04811034,actors,negative,0
151,-0.019751979,-0.0063915625,years,negative,0
152,-0.020631004,0.04795711,didnt,negative,0
153,0.047935057,-0.049159825,though,negative,0
154,-0.037936736,-0.0065773614,actually,negative,0
155,-5.5752695e-05,-0.024514401,another,negative,0
156,-0.022835363,-0.040959705,before,negative,0
157,-0.02533809,-0.043400574,funny,negative,0
158,-0.01895218,0.010391451,makes,negative,0
159,0.040756,0.04917648,nothing,negative,0
160,-0.036412407,-0.0463601,find,negative,0
161,-0.04921621,0.007892609,look,negative,0
162,-0.035116374,0.035555366,work,negative,0
163,-0.007991243,-0.012960754,going,negative,0
164,0.032271,0.04125089,few,negative,0
165,-0.036755074,-0.042405166,new,negative,0
166,0.021245811,0.0066292174,every,negative,0
167,-0.034207426,0.022041764,lot,negative,0
168,-0.009645641,0.013940189,same,negative,0
169,0.04867134,0.048117492,old,negative,0
170,-0.005597342,-0.030993938,part,negative,0
171,-0.011139847,0.011115015,us,negative,0
172,-0.02867887,-0.035541225,cant,negative,0
173,0.043005537,-0.003668975,director,negative,0
174,0.0010665283,-0.013762008,thats,negative,0
175,0.010372411,-0.0035168529,again,negative,0
176,-0.045309305,-0.031118274,quite,negative,0
177,0.040640417,-0.019563485,things,negative,0
178,-9.988621e-05,0.005403567,pretty,negative,0
179,0.04749045,0.002832234,want,negative,0
180,0.046067048,-0.028121566,cast,negative,0
181,-0.043976367,-0.035142757,seems,negative,0
182,0.012340404,0.042559933,around,negative,0
183,0.026005182,-0.0025466196,young,negative,0
184,-0.021374607,0.03956734,got,negative,0
185,0.021560322,0.007538818,however,negative,0
186,-0.035983942,0.023492727,fact,negative,0
187,-0.027223408,-0.04849751,down,negative,0
188,0.02923889,0.014066625,world,negative,0
189,0.003906846,-0.031704236,take,negative,0
190,-0.03693496,0.015693676,both,negative,0
191,0.038858104,0.034669284,ive,negative,0
192,0.0023706444,-0.03873073,horror,negative,0
193,-0.015580345,-0.031607904,enough,negative,0
194,0.013986025,-0.004853379,big,negative,0
195,0.047965515,-0.037555575,give,negative,0
196,-0.008287679,0.009088375,thought,negative,0
197,-0.013855733,0.03717022,may,negative,0
198,0.02381358,-0.029671038,own,negative,0
199,0.0089221485,-0.014913201,between,negative,0
200,-0.03866192,0.03339466,without,negative,0
201,0.014323894,-0.023209905,long,negative,0
202,0.0287329,-0.003161274,always,negative,0
203,-0.0035877824,0.027873363,original,negative,0
204,-0.0049761534,-0.01740823,isnt,negative,0
205,0.013403241,-0.047471132,saw,negative,0
206,-0.028991653,-0.027030194,almost,negative,0
207,0.005019188,-0.009959973,music,negative,0
208,0.023942005,0.008090399,series,negative,0
209,-0.03741481,-0.027727235,gets,negative,0
210,-0.024722015,0.029800322,right,negative,0
211,0.009079516,0.03356686,theres,negative,0
212,-0.008068968,0.026050244,must,negative,0
213,-0.00024212524,0.0149755515,comedy,negative,0
214,-0.043056753,0.025334049,come,negative,0
215,0.00021005794,0.010116182,whole,negative,0
216,0.027337883,0.03764567,times,negative,0
217,0.043294024,0.01311386,interesting,negative,0
218,0.041107323,0.018944632,least,negative,0
219,0.008435845,0.018873218,role,negative,0
220,0.039134208,-0.012982227,action,negative,0
221,-0.011640571,0.029300105,guy,negative,0
222,-0.031914547,-0.048862923,point,negative,0
223,0.04948804,-0.017059613,done,negative,0
224,0.047233317,-0.010569941,bit,negative,0
225,-0.046968877,-0.043581106,might,negative,0
226,0.02498902,0.0050319433,hes,negative,0
227,0.033481564,-0.00017135218,far,negative,0
228,0.047818426,-0.048819672,am,negative,0
229,-0.023498977,-0.041912295,minutes,negative,0
230,-0.024277855,-0.04289359,script,negative,0
231,-0.0196406,-0.001986444,since,negative,0
232,-0.022956181,-0.00875058,family,negative,0
233,-0.034820475,-0.009493113,last,negative,0
234,-0.009602807,0.01792946,anything,negative,0
235,-0.0044328086,0.0143846385,feel,negative,0
236,0.0015420206,0.001036562,probably,negative,0
237,0.013746526,0.008936621,kind,negative,0
238,-0.012021303,0.01911838,performance,negative,0
239,-0.016753983,0.024459507,worst,negative,0
240,0.0065970533,0.03310359,yet,negative,0
241,-0.03125893,0.009028159,tv,negative,0
242,0.045660842,0.027995553,rather,negative,0
243,-0.03958906,0.018078852,away,negative,0
244,0.00038585812,0.026459005,anyone,negative,0
245,0.019103888,0.012697969,sure,negative,0
246,-0.037494086,0.0015977621,each,negative,0
247,0.042186882,-0.00990317,played,negative,0
248,0.007183455,0.04906917,found,negative,0
249,-0.011949383,-0.012159884,fun,negative,0
250,0.04067525,0.015586685,girl,negative,0
251,0.032837156,-0.014531054,believe,negative,0
252,-0.032188416,-0.008847047,making,negative,0
253,-0.03401512,0.0062337406,woman,negative,0
254,0.023806047,-0.0043716803,shows,negative,0
255,0.025836255,-0.03349807,having,negative,0
256,-0.04651277,-0.018688716,especially,negative,0
257,0.038988892,0.020513806,our,negative,0
258,-0.027348518,-0.030655503,trying,negative,0
259,-0.028247356,-0.03127873,although,negative,0
260,-0.0365955,7.98814e-05,hard,negative,0
261,-0.04759861,0.048860285,course,negative,0
262,0.0028641336,0.014482867,put,negative,0
263,0.014768448,-0.011446618,comes,negative,0
264,-0.022406315,-0.03721161,day,negative,0
265,0.003976058,0.01448505,everything,negative,0
266,0.032788623,-0.0056104176,dvd,negative,0
267,0.0028449409,-0.038981855,main,negative,0
268,0.015705738,-0.028067006,maybe,negative,0
269,-0.023618234,-0.015009962,goes,negative,0
270,0.027494121,0.025021005,worth,negative,0
271,-0.033640757,-0.023982668,different,negative,0
272,0.025072765,0.020593751,looking,negative,0
273,-0.045829594,0.04805087,wasnt,negative,0
274,0.0440392,0.038304005,once,negative,0
275,0.013711605,-0.036759652,ending,negative,0
276,-0.03959795,-0.049113955,looks,negative,0
277,0.009211205,0.00075712055,watched,negative,0
278,-0.04096936,0.045392584,place,negative,0
279,-0.04096681,0.02226578,sense,negative,0
280,-0.03064679,-0.044258595,set,negative,0
281,0.005821146,-0.012795307,reason,negative,0
282,-0.021261144,0.044821847,play,negative,0
283,0.028652046,-0.0029386394,2,negative,0
284,0.0443804,0.012173474,book,negative,0
285,-0.029826855,-0.017777633,someone,negative,0
286,-0.01077386,0.04075117,screen,negative,0
287,0.03528711,0.047368515,three,negative,0
288,0.02011485,0.030826215,job,negative,0
289,0.0007595308,-0.030140413,plays,negative,0
290,-0.0031826273,0.029471327,effects,negative,0
291,-0.010622323,-0.0044935234,during,negative,0
292,-0.03478805,-0.010087587,everyone,negative,0
293,-0.01244266,-0.041671026,takes,negative,0
294,-0.024482572,-0.012145102,true,negative,0
295,-0.039647948,0.018010844,money,negative,0
296,0.029434752,0.03596494,american,negative,0
297,-0.0003613606,-0.023700012,together,negative,0
298,0.026585426,-0.003965605,said,negative,0
299,-0.004799437,0.037141416,10,negative,0
300,0.00077469274,-0.008732427,instead,negative,0
301,0.04941367,-0.04935627,actor,negative,0
302,0.0076652654,-0.028290892,seem,negative,0
303,-0.027301265,0.02732012,special,negative,0
304,0.023072425,-0.004095603,audience,negative,0
305,0.006661307,0.016065273,seeing,negative,0
306,-0.04492389,-0.036098015,beautiful,negative,0
307,-0.024245143,-0.035649765,later,negative,0
308,-0.045390856,0.008255601,left,negative,0
309,0.022009853,-0.029167533,himself,negative,0
310,0.030361976,-0.028902888,john,negative,0
311,0.04069927,0.012862276,version,negative,0
312,-0.022331202,0.045566533,war,negative,0
313,-0.03864795,0.02929354,excellent,negative,0
314,-0.03764548,0.023682896,idea,negative,0
315,-0.036863305,0.046631027,night,negative,0
316,0.043049004,0.04937042,shot,negative,0
317,0.004506182,0.0370883,simply,negative,0
318,0.009536076,-0.020458853,used,negative,0
319,-0.04810598,-0.024117291,black,negative,0
320,-0.0037502162,-0.04797385,fan,negative,0
321,-0.026028097,-0.04937705,completely,negative,0
322,0.03368416,0.020970855,nice,negative,0
323,-0.0054045916,0.010769807,house,negative,0
324,0.049928855,0.01921456,youre,negative,0
325,0.016758535,-0.007931661,wife,negative,0
326,0.037986267,0.04672518,death,negative,0
327,-0.018834257,-0.0048879012,poor,negative,0
328,-0.030834412,-0.038306497,high,negative,0
329,0.03397468,0.04268482,kids,negative,0
330,-0.03702762,0.047029365,else,negative,0
331,0.020234946,0.0076751336,read,negative,0
332,-0.00029575825,-0.03546984,help,negative,0
333,-0.012131035,0.036006223,short,negative,0
334,0.04999311,0.04658251,along,negative,0
335,-0.00981139,0.011870395,second,negative,0
336,-0.0050502196,0.046546545,enjoy,negative,0
337,-0.03025744,0.002157461,try,negative,0
338,-0.017281245,0.03537673,friends,negative,0
339,-0.021044387,0.01645578,use,negative,0
340,-0.01008451,-0.037374116,classic,negative,0
341,0.026034068,-0.03665142,star,negative,0
342,0.016644109,-0.049282838,boring,negative,0
343,0.029542353,-0.036048234,need,negative,0
344,-0.008883357,-0.040125392,mind,negative,0
345,-0.04923872,0.03456301,less,negative,0
346,-0.049605634,0.04555389,given,negative,0
347,0.025171723,-0.029330302,home,negative,0
348,-0.0010591261,-0.04515467,until,negative,0
349,-0.043658137,-0.036184132,either,negative,0
350,0.0110370405,0.03976733,men,negative,0
351,-0.049245752,0.0016498789,year,negative,0
352,-0.049239326,0.024068106,production,negative,0
353,-0.02381953,0.02456918,half,negative,0
354,0.03420588,-0.031966127,truly,negative,0
355,0.008121632,0.027113546,recommend,negative,0
356,0.032022085,-0.017842162,dead,negative,0
357,-0.021038283,0.034801256,couple,negative,0
358,0.04280534,-0.044996537,performances,negative,0
359,0.0422418,0.009476662,rest,negative,0
360,0.017267834,0.0026162267,hollywood,negative,0
361,-0.0025594458,0.03897394,let,negative,0
362,0.018442784,0.0059154853,father,negative,0
363,0.049297843,0.049753,understand,negative,0
364,0.032743383,-0.0042970553,next,negative,0
365,-0.042064868,0.033195104,wrong,negative,0
366,0.04618204,0.045535173,stupid,negative,0
367,-0.01563977,0.014301602,start,negative,0
368,0.0393109,0.012095906,remember,negative,0
369,-0.022368347,-0.040279366,full,negative,0
370,0.02577113,-0.04298202,came,negative,0
371,0.03537536,0.017184462,line,negative,0
372,-0.018083237,-0.049531784,keep,negative,0
373,-0.036721062,0.028093074,tell,negative,0
374,0.030230079,0.014659975,perhaps,negative,0
375,0.038404394,-0.002683092,getting,negative,0
376,-0.0074980855,0.0031182058,others,negative,0
377,0.026796427,-0.005461015,women,negative,0
378,0.013252351,0.031314615,terrible,negative,0
379,0.02919579,0.0028851405,camera,negative,0
380,0.047169212,-0.040432703,awful,negative,0
381,-0.00052977726,0.018444303,wonderful,negative,0
382,-0.017553233,-0.026021862,sex,negative,0
383,-0.025360538,-0.047690786,school,negative,0
384,0.0027142167,0.015103411,mean,negative,0
385,-0.0019971244,-0.009085514,moments,negative,0
386,-0.024845982,-0.033653393,itself,negative,0
387,-0.005181633,0.023901928,name,negative,0
388,-0.024365772,0.04560468,playing,negative,0
389,0.030282784,-0.03198977,definitely,negative,0
390,-0.0127395615,0.0072244406,couldnt,negative,0
391,0.01221472,-0.032752752,video,negative,0
392,-0.022778273,0.03967246,budget,negative,0
393,-0.03963127,0.0022909641,often,negative,0
394,0.037069965,-0.01475326,episode,negative,0
395,-0.002827596,0.019336592,doing,negative,0
396,0.034276415,0.021542337,human,negative,0
397,0.008052029,0.04993831,perfect,negative,0
398,0.034871463,0.044003937,gives,negative,0
399,0.026841734,0.014079962,person,negative,0
400,0.033768844,-0.037316144,small,negative,0
401,0.017570067,0.023974266,early,negative,0
402,-0.023987425,0.03899138,lines,negative,0
403,-0.023722423,-0.04544243,finally,negative,0
404,-0.0070943236,0.023848627,dialogue,negative,0
405,-0.02675674,0.027901616,went,negative,0
406,0.04619244,0.0015518889,become,negative,0
407,-0.03628435,-0.017481148,top,negative,0
408,0.02663603,0.014467683,liked,negative,0
409,0.0104625,-0.0048347116,certainly,negative,0
410,0.0092721805,0.008366514,absolutely,negative,0
411,0.016610052,-0.025400532,piece,negative,0
412,-0.029054558,-0.022888256,face,negative,0
413,-0.027705003,-0.035540782,case,negative,0
414,0.04408646,0.029171694,guys,negative,0
415,0.015516471,-0.028173352,title,negative,0
416,0.009933434,0.02004968,sort,negative,0
417,0.020168308,0.004754804,entire,negative,0
418,-0.040593468,0.012685452,head,negative,0
419,-0.015030645,-0.0020101443,stars,negative,0
420,0.041144755,0.031158376,hope,negative,0
421,-0.008942187,0.0009381175,loved,negative,0
422,-0.015319694,-0.010851882,several,negative,0
423,-0.034010723,0.00028979778,lost,negative,0
424,-0.012086488,0.0011555329,felt,negative,0
425,-0.049833585,-0.017383218,overall,negative,0
426,0.034159604,-0.015121341,live,negative,0
427,0.0020463243,-0.015151609,worse,negative,0
428,-0.009678494,0.00042466074,supposed,negative,0
429,-0.0041164383,-0.026753282,problem,negative,0
430,-0.010848977,0.013263974,mother,negative,0
431,0.00992471,0.018813971,style,negative,0
432,0.03922223,0.004767049,against,negative,0
433,0.021355662,0.049429487,waste,negative,0
434,0.027508963,0.007911146,sound,negative,0
435,0.041854348,0.032573152,yes,negative,0
436,0.007679723,-0.02254932,written,negative,0
437,0.0476096,0.010400809,entertaining,negative,0
438,-0.028966416,0.041231703,3,negative,0
439,0.017001126,0.009916771,laugh,negative,0
440,-0.009278644,0.017350499,oh,negative,0
441,-0.038232803,0.02508464,mr,negative,0
442,0.03737891,0.009562362,boy,negative,0
443,-0.011412717,-0.037871897,totally,negative,0
444,0.030891273,-0.007956624,friend,negative,0
445,0.049882893,0.035402324,picture,negative,0
446,0.03118756,-0.020029426,seemed,negative,0
447,0.0055062287,-0.01746161,based,negative,0
448,0.040283296,-0.012287237,dark,negative,0
449,0.02239753,-0.0042208806,cinema,negative,0
450,-0.033777453,0.023882817,wanted,negative,0
451,0.03661788,0.045818042,shes,negative,0
452,-0.011050798,0.0064209476,id,negative,0
453,0.042603385,-0.0026466958,beginning,negative,0
454,-0.04235195,0.043737087,already,negative,0
455,-0.020652223,-0.042570498,fans,negative,0
456,0.03197558,-0.012003016,final,negative,0
457,0.021053229,-0.018019281,wont,negative,0
458,-0.039533984,-0.0472309,care,negative,0
459,0.047656145,0.031131957,becomes,negative,0
460,-0.020256627,-0.031761516,example,negative,0
461,0.0038735159,-0.039967407,despite,negative,0
462,0.0024009123,0.043600593,direction,negative,0
463,0.028388705,-0.01742383,youll,negative,0
464,-0.004078258,-0.0050286166,throughout,negative,0
465,-0.044035852,-0.03144387,children,negative,0
466,0.020197537,0.0017080791,game,negative,0
467,-0.031625666,-0.03159447,drama,negative,0
468,0.00921607,-0.029642547,humor,negative,0
469,0.025347922,0.022233356,lead,negative,0
470,-0.038520705,0.025431816,evil,negative,0
471,0.041362297,0.03890467,turn,negative,0
472,0.042045068,-0.014622413,guess,negative,0
473,-0.0042641386,-0.0339648,called,negative,0
474,0.038240027,-0.032870963,unfortunately,negative,0
475,0.026805136,0.027007293,low,negative,0
476,0.030252885,0.03429066,wants,negative,0
477,-0.009368908,-0.007564746,under,negative,0
478,-0.034700274,0.027478185,able,negative,0
479,0.007223677,0.040154014,white,negative,0
480,0.04737358,0.023026,days,negative,0
481,0.038332436,-0.019294525,lives,negative,0
482,0.023496617,-0.013874114,fine,negative,0
483,0.005039584,0.014658544,,negative,0
484,-0.009826969,0.0016691796,1,negative,0
485,-0.028486503,0.0066131577,girls,negative,0
486,0.016315673,0.013301935,quality,negative,0
487,-0.019759333,0.04869089,theyre,negative,0
488,-0.007920049,-0.0048547164,horrible,negative,0
489,0.036869895,-0.04134073,tries,negative,0
490,-0.030482804,0.005438138,gave,negative,0
491,-0.028097903,-0.049265802,history,negative,0
492,0.008284725,-0.010871291,writing,negative,0
493,0.010919381,0.005348541,kill,negative,0
494,-0.036734592,-0.043330994,amazing,negative,0
495,0.04752313,-0.003397189,act,negative,0
496,0.043521825,0.04032198,turns,negative,0
497,-0.021428002,-0.011067975,killer,negative,0
498,-0.038709212,0.047757696,enjoyed,negative,0
499,-0.028903617,-0.012908388,son,negative,0
500,-0.048433185,0.027553294,past,negative,0
501,-0.03395178,-0.040399037,works,negative,0
502,-0.010201596,-0.027990831,michael,negative,0
503,-0.031111503,-0.016046274,favorite,negative,0
504,0.03073639,0.014861334,side,negative,0
505,0.04638053,-0.04689875,flick,negative,0
506,0.023610894,-0.042208936,parts,negative,0
507,-0.047236454,-0.016224705,stuff,negative,0
508,-0.011640646,0.008662485,run,negative,0
509,0.0040486827,-0.041360844,obviously,negative,0
510,0.0056913383,0.030820671,starts,negative,0
511,-0.046883214,0.013666201,brilliant,negative,0
512,0.010396682,0.012974691,behind,negative,0
513,0.01931462,-0.003160715,ones,negative,0
514,0.04920317,0.034882378,expect,negative,0
515,2.1267682e-05,-0.049094237,matter,negative,0
516,-0.025128914,0.029769454,viewer,negative,0
517,0.012023199,0.0042413957,killed,negative,0
518,0.037311736,-0.03866005,sometimes,negative,0
519,-0.043425824,0.022354674,group,negative,0
520,-0.00021596998,-0.0145633,directed,negative,0
521,-0.022042502,-0.043365777,myself,negative,0
522,0.032441925,-0.047389176,town,negative,0
523,-0.022595657,-0.03440554,says,negative,0
524,0.024682667,-0.022441162,themselves,negative,0
525,-0.01563982,0.047931444,soon,negative,0
526,0.017123055,-0.01811453,took,negative,0
527,0.039360058,-0.028102612,decent,negative,0
528,-0.023086382,0.007337045,thinking,negative,0
529,0.038406122,-0.039961647,eyes,negative,0
530,-0.02579533,-0.0074935555,car,negative,0
531,-0.022359742,-0.007013142,ill,negative,0
532,0.013845924,-0.043582916,late,negative,0
533,-0.036807764,0.02443352,actress,negative,0
534,0.033968035,-0.03707509,art,negative,0
535,0.0072677024,0.017009113,city,negative,0
536,-0.0005087033,0.015291344,highly,negative,0
537,0.034014117,-0.027470673,heart,negative,0
538,-0.006543778,-0.0018770322,feeling,negative,0
539,0.014561009,0.028847229,genre,negative,0
540,0.03340468,-0.043422904,except,negative,0
541,-0.025584245,0.013596859,happens,negative,0
542,-0.01030729,0.00095403194,heard,negative,0
543,-0.011181891,0.028816152,child,negative,0
544,0.002102781,0.002337575,blood,negative,0
545,-2.3245811e-06,-0.009335659,fight,negative,0
546,-0.03414146,-0.038922895,kid,negative,0
547,-0.01972251,-0.008508455,extremely,negative,0
548,-0.020154703,0.046483863,leave,negative,0
549,-0.0154598355,-0.02444222,wouldnt,negative,0
550,0.0031028502,0.014677081,hell,negative,0
551,-0.04097104,0.03332306,close,negative,0
552,0.018795554,-0.010205723,coming,negative,0
553,0.034217488,-0.026096487,lack,negative,0
554,0.0035003535,-0.007705629,chance,negative,0
555,-0.036319006,-0.03994695,wonder,negative,0
556,0.012457646,0.040257815,score,negative,0
557,-0.03513355,-0.009231068,save,negative,0
558,0.013878215,0.023708608,etc,negative,0
559,-0.008609094,0.030740272,hour,negative,0
560,-0.03472067,-0.0072362423,police,negative,0
561,0.033983316,-0.02385999,looked,negative,0
562,-0.008416366,0.028487924,cannot,negative,0
563,0.025967743,-0.04225261,attempt,negative,0
564,0.022780564,0.04772723,obvious,negative,0
565,-0.0048925653,0.002616845,including,negative,0
566,0.023719084,-0.036548484,hand,negative,0
567,0.028528605,-0.027245045,told,negative,0
568,0.033705425,0.043352757,strong,negative,0
569,-0.014507629,0.026815165,moment,negative,0
570,0.047137175,-0.04537462,shown,negative,0
571,-0.017552197,0.01693276,involved,negative,0
572,-0.019166423,0.0052366033,experience,negative,0
573,0.022020627,-0.02057662,stories,negative,0
574,-0.045108642,-0.0423005,ok,negative,0
575,-0.018612646,0.012149025,anyway,negative,0
576,-0.0034080036,-0.007274188,type,negative,0
577,0.008557834,0.048914585,james,negative,0
578,-0.0015593544,0.014758829,particularly,negative,0
579,0.017624486,0.016891096,itbr,negative,0
580,-0.030271197,-0.014271617,complete,negative,0
581,0.048776332,0.02569357,daughter,negative,0
582,-0.027354574,0.0061895847,simple,negative,0
583,-0.021011401,-0.049700737,living,negative,0
584,0.028327558,-0.030386472,hilarious,negative,0
585,0.046234015,-0.04486947,violence,negative,0
586,0.021891508,0.034686077,serious,negative,0
587,-0.015186071,-0.0001960285,across,negative,0
588,-0.048027065,-0.041973878,roles,negative,0
589,0.0486187,-0.01363926,stop,negative,0
590,0.04247837,-0.04057131,god,negative,0
591,0.010112666,-0.030355109,david,negative,0
592,0.030719962,0.0011754744,taken,negative,0
593,-0.015375771,0.035642687,murder,negative,0
594,0.0056576356,0.017907802,happened,negative,0
595,0.045954492,-0.0023694746,cool,negative,0
596,-0.014733218,0.043095183,lets,negative,0
597,-0.030198693,-0.039328776,happen,negative,0
598,0.03914701,0.01294503,seriously,negative,0
599,0.029775586,0.0467108,robert,negative,0
600,0.008160673,-0.033951975,please,negative,0
601,0.049297158,0.0025107972,huge,negative,0
602,0.04987539,0.024583999,released,negative,0
603,-0.0026480071,0.04285467,voice,negative,0
604,0.04163334,0.012718443,exactly,negative,0
605,-0.028125405,0.041815925,saying,negative,0
606,-0.036574803,-0.018538881,usually,negative,0
607,0.03488112,0.030899335,number,negative,0
608,0.028980885,0.042826477,opening,negative,0
609,-0.012719236,-0.009848215,known,negative,0
610,0.005388461,0.04138482,wish,negative,0
611,0.021588396,0.011312533,ago,negative,0
